t(step),avg_snr_db(dB),total_cap(Mbps),triggered(0/1),sr_mult,pop_mult,update_freq,comm_imp(Mbps),convergence_speed(Mbps/s),reward,pso_particles,pso_iterations,pso_w_max,pso_w_min,pso_c1,pso_c2,pso_move_penalty,relay_jump(m),ppo_action_0,ppo_action_1,ppo_action_2,failure_flag(0/1),optimization_time(s)
10,22.169744542779902,147.79880856498866,1,1.07712671905756,1.105642817914486,4,8.566163651620599,48.91646478572045,3.494375841473503,33,51,0.8617013752460481,0.32313801571726797,1.7894055724000002,2.2105944276000002,0.025,11.217842929904128,0.15425343811511993,0.21128563582897186,-0.1559820920228958,0,0.17511820793151855
11,22.171165083973225,147.80822709639205,0,1.0,1.0,1,0.0,0.0,0.0,33,51,0.8617013752460481,0.32313801571726797,1.7894055724000002,2.2105944276000002,0.025,nan,0.0,0.0,0.0,0,0.0
12,21.736480201439512,144.92677906905274,1,1.0953116193413734,1.1005922928452492,4,7.573177744154037,24.713075113603036,1.7244342068850291,33,52,0.8762492954730988,0.32859348580241204,1.77046501516,2.2295349848400003,0.025,11.217842929904128,0.1906232386827469,0.20118458569049835,-0.14875176548957825,0,0.3064441680908203
13,21.528234914545063,143.6082597117044,1,1.0869073420763016,1.096874177455902,4,7.134594860505615,24.637582403501206,1.1421198898060012,32,52,0.8695258736610413,0.32607220262289044,1.7534185136440001,2.2465814863560007,0.025,11.217842929904128,0.17381468415260315,0.1937483549118042,-0.14518573880195618,0,0.2895817756652832
14,21.796644176661612,145.3422816513804,1,1.088181346654892,1.0937284231185913,4,5.909372078244502,23.108962820909664,-0.5022325587432839,32,52,0.8705450773239136,0.3264544039964676,1.7380766622796,2.2619233377204004,0.025,9.70200621587172,0.17636269330978394,0.18745684623718262,-0.1427462100982666,0,0.25571775436401367
15,22.035276103284293,146.87555758004402,1,1.1016569957137108,1.0984604135155678,4,3.6057681883900443,11.16679952481579,-3.3702104497175958,32,52,0.8813255965709687,0.3304970987141132,1.7242689960516402,2.2757310039483603,0.025,7.294552836440857,0.20331399142742157,0.19692082703113556,-0.1533736139535904,0,0.32290077209472656
16,22.05108032943049,146.94468843285094,1,1.089502938091755,1.1028100550174713,4,1.6624636146422347,21.859030727158224,-4.13319620475531,33,52,0.871602350473404,0.32685088142752644,1.7118420964464764,2.2881579035535244,0.025,5.813075394213429,0.17900587618350983,0.20562011003494263,-0.1627490222454071,0,0.07605385780334473
17,21.874403154763613,145.77275362405027,1,1.0802418515086174,1.1023076176643372,4,1.7115796746329863,18.674151730571403,-4.055719901169118,33,52,0.864193481206894,0.32407255545258523,1.700657886801829,2.299342113198172,0.025,7.194944808620212,0.1604837030172348,0.20461523532867432,-0.12689033150672913,0,0.09165501594543457
18,21.730214935280657,144.8104352901395,0,1.0,1.0,1,0.0,0.0,0.0,33,52,0.864193481206894,0.32407255545258523,1.700657886801829,2.299342113198172,0.025,nan,0.0,0.0,0.0,0,0.0
19,21.35099511496135,142.29815366357883,1,1.0788260325789452,1.0863268077373505,4,2.584306686418671,14.9793439826547,-3.5346297442680257,32,51,0.8630608260631562,0.3236478097736835,1.690592098121646,2.3094079018783544,0.025,10.487262236276637,0.15765206515789032,0.17265361547470093,-0.12368523329496384,0,0.17252469062805176
20,21.367928535407458,142.4103093484425,0,1.0,1.0,1,0.0,0.0,0.0,32,51,0.8630608260631562,0.3236478097736835,1.690592098121646,2.3094079018783544,0.025,nan,0.0,0.0,0.0,0,0.0
21,21.014936247284425,140.07287572377422,1,1.0834896266460419,1.1009663492441177,4,1.454657014841132,25.565674294162687,-3.8821130431570716,33,52,0.8667917013168336,0.32504688799381254,1.6815328883094813,2.318467111690519,0.025,7.49970595212112,0.16697925329208374,0.20193269848823547,-0.13039079308509827,0,0.05689883232116699
22,20.688807039371557,137.9569499309021,0,1.0,1.0,1,0.0,0.0,0.0,33,52,0.8667917013168336,0.32504688799381254,1.6815328883094813,2.318467111690519,0.025,nan,0.0,0.0,0.0,0,0.0
23,20.282170418984784,135.2823556272192,1,1.0862912014126778,1.1013362556695938,4,2.9879406250653915,8.286353872884842,-3.1993284097564914,33,52,0.8690329611301423,0.32588736042380334,1.6733795994785332,2.3266204005214677,0.025,11.217842929904128,0.17258240282535553,0.20267251133918762,-0.1629759520292282,0,0.36058568954467773
24,20.299648685470924,135.39793324064,1,1.0925705954432487,1.095705270767212,4,2.170729389705457,18.079837806596245,-3.470493007445744,32,52,0.874056476354599,0.3277711786329746,1.6660416395306799,2.333958360469321,0.025,11.217842929904128,0.1851411908864975,0.19141054153442383,-0.15078504383563995,0,0.12006354331970215
25,20.151452129843694,134.40131440439689,1,1.0920872539281845,1.084938645362854,4,2.9908335360561864,15.233312240496968,-2.7534784484088544,32,52,0.8736698031425476,0.32762617617845535,1.659437475577612,2.3405625244223893,0.025,11.217842929904128,0.18417450785636902,0.169877290725708,-0.1444045901298523,0,0.1963350772857666
26,20.289663371017973,135.28294743330494,1,1.0772070288658142,1.0904077887535095,4,1.8527456847851624,13.174276331124583,-3.738883376597604,32,51,0.8617656230926514,0.32316210865974426,1.6534937280198507,2.34650627198015,0.025,10.28041357672468,0.15441405773162842,0.18081557750701904,-0.15924030542373657,0,0.14063358306884766
27,20.30823204532995,135.39722718906694,0,1.0,1.0,1,0.0,0.0,0.0,32,51,0.8617656230926514,0.32316210865974426,1.6534937280198507,2.34650627198015,0.025,nan,0.0,0.0,0.0,0,0.0
28,20.021331963245053,133.50084288353534,1,1.0805229172110558,1.1004267409443855,4,1.4514332521519293,18.55976773503648,-3.78782648926252,33,52,0.8644183337688447,0.3241568751633167,1.6481443552178656,2.351855644782135,0.025,7.636471882167717,0.1610458344221115,0.20085348188877106,-0.13207033276557922,0,0.07820320129394531
29,19.95361437702006,133.0534052992383,1,1.0819064527750015,1.0895547270774841,4,1.273345198152441,8.07375477586818,-4.07440812131901,32,52,0.8655251622200013,0.32457193583250044,1.6433299196960793,2.356670080303921,0.025,7.715503874111087,0.16381290555000305,0.17910945415496826,-0.145237535238266,0,0.1577141284942627
30,19.88916410546328,132.62323117463941,1,1.0883610621094704,1.1069186925888062,4,1.667614738526595,2.733748110080694,-3.9088918549364466,33,52,0.8706888496875763,0.3265083186328411,1.6389969277264713,2.3610030722735287,0.025,11.217842929904126,0.17672212421894073,0.2138373851776123,-0.15796545147895813,0,0.6100103855133057
31,19.759200840644926,131.75256639512907,1,1.0786389261484146,1.0863008424639702,4,1.702779875754544,2.6373805591681725,-3.8266673734381786,32,51,0.8629111409187318,0.32359167784452436,1.6350972349538244,2.3649027650461756,0.025,11.217842929904126,0.15727785229682922,0.17260168492794037,-0.1522524654865265,0,0.6456329822540283
32,19.685747708910437,131.25693533328774,1,1.0857622921466827,1.098075419664383,4,0.92427558378904,5.431679383887364,-4.1509197376384845,32,52,0.8686098337173462,0.3257286876440048,1.631587511458442,2.3684124885415585,0.025,7.081593399145132,0.17152458429336548,0.19615083932876587,-0.15175925195217133,0,0.17016386985778809
33,19.536127229153667,130.2691547283256,1,1.0882623866200447,1.0979435071349144,4,1.3853181352469335,6.137396798170915,-3.804598648381331,32,52,0.8706099092960358,0.3264787159860134,1.6284287603125978,2.3715712396874027,0.025,11.21784292990413,0.17652477324008942,0.1958870142698288,-0.14826086163520813,0,0.22571754455566406
34,19.340790334845455,128.9862273206369,1,1.0800791010260582,1.1023724377155304,4,1.8125039324666545,8.678638775889269,-3.324636983388276,33,52,0.8640632808208466,0.32402373030781745,1.625585884281338,2.374414115718663,0.025,11.21784292990413,0.1601582020521164,0.2047448754310608,-0.1592363566160202,0,0.2088465690612793
35,19.09046629772388,127.33396014290926,1,1.0835224464535713,1.106589362025261,4,1.7451550241871132,4.065189274011865,-3.500727764125105,33,52,0.8668179571628571,0.3250567339360714,1.6230272958532042,2.3769727041467963,0.025,11.217842929904124,0.16704489290714264,0.21317872405052185,-0.12446646392345428,0,0.4292924404144287
36,18.846002821638344,125.73898482321023,1,1.0865298211574554,1.1088275387883186,4,2.6150951281146178,4.086275749928901,-2.528408044531501,33,52,0.8692238569259644,0.3259589463472366,1.6207245662678837,2.3792754337321167,0.025,11.03673161565867,0.1730596423149109,0.21765507757663727,-0.15455122292041779,0,0.6399703025817871
37,18.592526622294265,124.07272198967289,0,1.0,1.0,1,0.0,0.0,0.0,33,52,0.8692238569259644,0.3259589463472366,1.6207245662678837,2.3792754337321167,0.025,nan,0.0,0.0,0.0,0,0.0
38,18.377133597150717,122.65759346688566,1,1.0831497311592102,1.1091065779328346,4,3.809032884719201,27.49934912853941,0.9256341561651548,33,52,0.8665197849273683,0.32494491934776304,1.6186521096410953,2.3813478903589047,0.025,11.217842929904132,0.1662994623184204,0.21821315586566925,-0.13300742208957672,0,0.13851356506347656
39,18.197055647202642,121.47111698465915,0,1.0,1.0,1,0.0,0.0,0.0,33,52,0.8665197849273683,0.32494491934776304,1.6186521096410953,2.3813478903589047,0.025,nan,0.0,0.0,0.0,0,0.0
40,17.879540393076454,119.40437303141397,0,1.0,1.0,1,0.0,0.0,0.0,33,52,0.8665197849273683,0.32494491934776304,1.6186521096410953,2.3813478903589047,0.025,nan,0.0,0.0,0.0,0,0.0
41,17.563342908614796,117.35022183648051,1,1.0991155058145523,1.1109225377440453,4,7.803312226481864,17.84342542944142,4.408235802598102,33,52,0.8792924046516419,0.32973465174436567,1.616786898676986,2.3832131013230144,0.025,11.217842929904128,0.19823101162910461,0.22184507548809052,-0.12389570474624634,0,0.43732142448425293
42,17.392331659344514,116.23318649261479,0,1.0,1.0,1,0.0,0.0,0.0,33,52,0.8792924046516419,0.32973465174436567,1.616786898676986,2.3832131013230144,0.025,nan,0.0,0.0,0.0,0,0.0
43,17.194157972520735,114.93886353343318,1,1.1067054942250252,1.106316827237606,4,5.431501336179153,15.771033148570112,2.3817010223189117,33,52,0.8853643953800202,0.33201164826750756,1.6151082088092874,2.3848917911907135,0.025,11.217842929904126,0.21341098845005035,0.2126336544752121,-0.15060336887836456,0,0.34439730644226074
44,17.26080616507762,115.36834117766847,1,1.0761480331420898,1.0893363133072853,4,7.989448902106147,45.838107239399804,4.721687096442676,32,51,0.8609184265136719,0.3228444099426269,1.6135973879283587,2.3864026120716426,0.025,11.217842929904128,0.1522960662841797,0.17867262661457062,-0.14810141921043396,0,0.17429709434509277
45,17.291461773198044,115.5450974045916,1,1.093996338546276,1.105526641011238,4,7.519720679050522,23.525757145390042,4.216645665056418,33,52,0.8751970708370209,0.3281989015638828,1.612237649135523,2.3877623508644783,0.025,11.217842929904123,0.18799267709255219,0.2110532820224762,-0.15541577339172363,0,0.3196377754211426
46,17.35600066982971,115.9480646775622,1,1.082702822983265,1.0909178033471107,4,6.669242250300755,23.182242265485204,3.6124576404160225,32,52,0.866162258386612,0.32481084689497947,1.611013884221971,2.3889861157780308,0.025,11.217842929904135,0.16540564596652985,0.1818356066942215,-0.16612359881401062,0,0.2876875400543213
47,17.327102868887337,115.74918356270865,1,1.0758269131183624,1.1054357811808586,4,2.7518865324660595,40.58741363903412,-0.738341950938783,33,51,0.86066153049469,0.3227480739355087,1.6099124957997741,2.3900875042002276,0.025,11.217842929904133,0.15165382623672485,0.21087156236171722,-0.166790172457695,0,0.06780147552490234
48,17.28676443651844,115.4758532797108,1,1.089506670832634,1.109403818845749,4,3.1798641483681536,8.496199458119541,-2.2810552047347272,33,52,0.8716053366661072,0.3268520012497902,1.6089212462197966,2.3910787537802047,0.025,11.217842929904123,0.17901334166526794,0.2188076376914978,-0.17202353477478027,0,0.3742690086364746
49,17.409017923880942,116.26069915545358,0,1.0,1.0,1,0.0,0.0,0.0,33,52,0.8716053366661072,0.3268520012497902,1.6089212462197966,2.3910787537802047,0.025,nan,0.0,0.0,0.0,0,0.0
50,17.29919565580348,115.53706303748434,1,1.082925133407116,1.0955650955438614,4,2.5549700394555828,11.853314709979347,-2.8495841108421587,32,52,0.8663401067256928,0.32487754002213476,1.6080291215978169,2.3919708784021845,0.025,11.217842929904121,0.16585026681423187,0.19113019108772278,-0.13144230842590332,1,0.21554899215698242
51,17.139707734025976,114.49225887985403,1,1.0753618329763412,1.1010579317808151,4,5.774130723362063,42.80536035943306,3.7187457815490705,33,51,0.8602894663810731,0.3226085498929024,1.6072262094380352,2.392773790561966,0.025,11.217842929904142,0.1507236659526825,0.20211586356163025,-0.16265469789505005,0,0.13489270210266113
52,17.009507152733523,113.6214639746745,1,1.0877070054411888,1.1007608771324158,4,3.670551218752678,29.43830197222649,-0.0011974209681177893,33,52,0.8701656043529511,0.32631210163235663,1.6065035884942316,2.3934964115057697,0.025,11.217842929904121,0.17541401088237762,0.20152175426483154,-0.15250687301158905,0,0.12468624114990234
53,16.732167813698634,111.81049862469581,1,1.0900575742125511,1.100575678050518,4,6.811257410505931,18.222567076519496,3.6276936251711422,33,52,0.872046059370041,0.3270172722637653,1.6058532296448087,2.394146770355193,0.025,11.217842929904132,0.18011514842510223,0.20115135610103607,-0.14413820207118988,0,0.3737814426422119
54,16.589399582847125,110.87324186761208,1,1.0742480903863907,1.1002075299620628,4,7.285388232595267,19.4648777633211,3.9594815831309416,33,51,0.8593984723091126,0.3222744271159172,1.6052679066803277,2.394732093319674,0.025,11.21784292990413,0.14849618077278137,0.20041505992412567,-0.1335025578737259,0,0.3742837905883789
55,16.673419887935566,111.42652445622281,1,1.081134408712387,1.0914607867598534,4,4.2801577293849675,57.58624869281494,2.766475236970666,32,52,0.8649075269699097,0.3243403226137161,1.604741116012295,2.395258883987707,0.025,11.217842929904142,0.16226881742477417,0.18292157351970673,-0.15178978443145752,0,0.0743260383605957
56,16.630605397290786,111.14661343306979,1,1.0957545936107635,1.1031299754977226,4,4.3726998227378004,15.818326710010892,-0.16974822781209126,33,52,0.8766036748886109,0.3287263780832291,1.6042670044110658,2.3957329955889364,0.025,11.195964763395189,0.1915091872215271,0.20625995099544525,-0.11731313169002533,0,0.27643251419067383
57,16.411068198244426,109.70867715914204,0,1.0,1.0,1,0.0,0.0,0.0,33,52,0.8766036748886109,0.3287263780832291,1.6042670044110658,2.3957329955889364,0.025,nan,0.0,0.0,0.0,0,0.0
58,16.13775860160205,107.93714700296565,0,1.0,1.0,1,0.0,0.0,0.0,33,52,0.8766036748886109,0.3287263780832291,1.6042670044110658,2.3957329955889364,0.025,nan,0.0,0.0,0.0,0,0.0
59,15.897280728085276,106.37939429419156,1,1.095391109585762,1.1091501638293266,4,7.751431995475471,35.82191459904644,4.5146312829883275,33,52,0.8763128876686097,0.3286173328757286,1.6038403039699594,2.3961596960300424,0.025,11.217842929904123,0.19078221917152405,0.21830032765865326,-0.1665336638689041,1,0.21638798713684082
60,15.893763382429798,106.37996131214604,1,1.0840003788471222,1.1002716422080994,4,7.597994381293347,20.64007615632128,4.076401714280094,33,52,0.8672003030776978,0.32520011365413665,1.6034562735729634,2.396543726427038,0.025,11.21784292990414,0.16800075769424438,0.20054328441619873,-0.1342296004295349,0,0.3681185245513916
61,15.76653963108484,105.53389430847056,1,1.0824820175766945,1.0880277678370476,4,8.081251874828467,47.219477592109115,4.689752561420511,32,52,0.8659856140613557,0.32474460527300836,1.6031106462156672,2.396889353784334,0.025,11.217842929904112,0.16496403515338898,0.17605553567409515,-0.17734231054782867,0,0.1711423397064209
62,16.17560990893243,108.19286057377664,1,1.08676628023386,1.1130701899528503,4,4.863239356560285,53.605481687322396,2.942199406225641,33,52,0.8694130241870881,0.326029884070158,1.6027995815941005,2.397200418405901,0.025,11.217842929904128,0.17353256046772003,0.22614037990570068,-0.14101389050483704,0,0.09072279930114746
63,16.301965905802874,109.00570096597939,1,1.0974198281764984,1.0976821333169937,4,4.861042247383736,14.341002248264124,0.003656519691144817,32,52,0.8779358625411988,0.3292259484529495,1.6025196234346906,2.397480376565311,0.025,11.029142554108157,0.19483965635299683,0.19536426663398743,-0.13933071494102478,0,0.338961124420166
64,16.472471005393096,110.10645427668491,1,1.0881481915712357,1.1123229041695595,4,3.320410150844552,31.390089407481494,-1.2694588394976036,33,52,0.8705185532569886,0.3264444574713707,1.6022676610912217,2.3977323389087806,0.025,11.217842929904137,0.1762963831424713,0.22464580833911896,-0.12882418930530548,0,0.10577893257141113
65,16.59417607376938,110.89357141999902,0,1.0,1.0,1,0.0,0.0,0.0,33,52,0.8705185532569886,0.3264444574713707,1.6022676610912217,2.3977323389087806,0.025,nan,0.0,0.0,0.0,1,0.0
66,16.475530765553287,110.1203567979727,0,1.0,1.0,1,0.0,0.0,0.0,33,52,0.8705185532569886,0.3264444574713707,1.6022676610912217,2.3977323389087806,0.025,nan,0.0,0.0,0.0,0,0.0
67,16.359839097950513,109.36686099502013,0,1.0,1.0,1,0.0,0.0,0.0,33,52,0.8705185532569886,0.3264444574713707,1.6022676610912217,2.3977323389087806,0.025,nan,0.0,0.0,0.0,0,0.0
68,16.207328987853643,108.37633079611955,1,1.0864834189414978,1.100029595196247,4,3.3794461880826105,25.918331842094993,-1.5930138478316855,33,52,0.8691867351531983,0.3259450256824493,1.6020408949820997,2.397959105017903,0.025,11.129679961970254,0.1729668378829956,0.2000591903924942,-0.15202970802783966,0,0.1303882598876953
69,16.216863159886344,108.43712223212646,1,1.0917878821492195,1.1107931658625603,4,2.7599016803513905,23.63101761426157,-2.6559624990119755,33,52,0.8734303057193756,0.3275363646447658,1.6018368054838898,2.398163194516113,0.025,11.19530979773569,0.18357576429843903,0.22158633172512054,-0.15562431514263153,0,0.1167914867401123
70,16.191711580252324,108.27190121574975,1,1.092589296400547,1.1114828363060951,4,2.4408766959101627,18.271470314310307,-3.3078085110271256,33,52,0.8740714371204377,0.3277767889201641,1.6016531249355008,2.398346875064502,0.025,11.217842929904121,0.18517859280109406,0.22296567261219025,-0.16338233649730682,0,0.133589506149292
71,16.139747974094682,107.93256991916834,1,1.081683486700058,1.096292681992054,4,2.089600230977581,33.343295545018115,-2.844531452149531,32,52,0.8653467893600464,0.3245050460100174,1.6014878124419507,2.398512187558052,0.025,11.003540577838358,0.16336697340011597,0.19258536398410797,-0.17245085537433624,0,0.06266927719116211
72,16.046190390711686,107.32452754137178,1,1.0897686555981636,1.1098116487264633,4,2.3120772294755625,6.326763000306156,-3.885638902575193,33,52,0.8718149244785309,0.32693059667944907,1.6013390311977558,2.398660968802247,0.025,11.21784292990415,0.1795373111963272,0.21962329745292664,-0.16742676496505737,1,0.3654439449310303
73,15.992040716203206,106.97152095001302,1,1.0931482389569283,1.1116299331188202,4,2.0613744835995362,23.286401345735474,-3.3556238763618893,33,52,0.8745185911655426,0.32794447168707846,1.6012051280779804,2.3987948719220222,0.025,11.023877048766815,0.1862964779138565,0.22325986623764038,-0.1618737280368805,0,0.08852267265319824
74,15.90365353045038,106.39655996226138,1,1.0895458832383156,1.107064425945282,4,2.129600300568626,6.798310245863554,-3.9572632999887287,33,52,0.8716367065906525,0.32686376497149466,1.6010846152701825,2.39891538472982,0.025,11.217842929904103,0.17909176647663116,0.21412885189056396,-0.1718014031648636,0,0.31325435638427734
75,15.853968339976408,106.0738818588798,1,1.089302271604538,1.1051705703139305,4,2.024110061020224,5.375368215047686,-4.048825171866727,33,52,0.8714418172836305,0.32679068148136137,1.6009761537431642,2.3990238462568385,0.025,11.217842929904116,0.17860454320907593,0.21034114062786102,-0.1563616693019867,0,0.3765528202056885
76,15.786766343788209,105.6383584999326,1,1.096283681690693,1.1032130792737007,4,2.125158139155147,12.337550256052106,-3.693432252115252,33,52,0.8770269453525543,0.32888510450720787,1.600878538368848,2.3991214616311547,0.025,11.217842929904137,0.1925673633813858,0.20642615854740143,-0.16311302781105042,0,0.17225122451782227
77,15.720865869138681,105.21138836361881,1,1.0888776779174805,1.0952436551451683,4,2.1195592028926598,8.409346917068364,-3.829981639135958,32,52,0.8711021423339844,0.32666330337524413,1.600790684531963,2.399209315468039,0.025,10.522048187648354,0.17775535583496094,0.1904873102903366,-0.13439325988292694,0,0.2520480155944824
78,15.506229098179894,103.82248484041548,1,1.0836009606719017,1.1218694970011711,4,3.1245463844949484,7.251148177722245,-2.822531775262778,33,52,0.8668807685375214,0.3250802882015705,1.6007116160787667,2.3992883839212356,0.025,5.765247975728349,0.1672019213438034,0.24373899400234222,-0.16095592081546783,0,0.43090367317199707
79,15.388454365914345,103.06124472805658,1,1.083606369793415,1.0945278331637383,4,3.437745583457712,9.40107778079225,-2.2037167431739935,32,52,0.8668850958347321,0.3250819109380245,1.60064045447089,2.399359545529112,0.025,6.947848176353957,0.16721273958683014,0.1890556663274765,-0.1584153026342392,0,0.365675687789917
80,15.310182171027265,102.55601621697106,0,1.0,1.0,1,0.0,0.0,0.0,32,52,0.8668850958347321,0.3250819109380245,1.60064045447089,2.399359545529112,0.025,nan,0.0,0.0,0.0,0,0.0
81,15.15559356924572,101.55878848018014,1,1.0829393416643143,1.0978820696473122,4,2.9759010627003306,44.66411554744238,0.05759304158356733,32,52,0.8663514733314515,0.32488180249929427,1.6005764090238013,2.399423590976201,0.025,11.162817560281136,0.16587868332862854,0.19576413929462433,-0.17713125050067902,0,0.06662845611572266
82,15.07345430705421,101.02947239093994,1,1.0881587266921997,1.1107906252145767,4,3.940484111025185,20.235773532948695,-0.3602601742090563,33,52,0.8705269813537598,0.3264476180076599,1.6005187681214212,2.399481231878581,0.025,5.037865984521272,0.17631745338439941,0.22158125042915344,-0.1492840051651001,0,0.19472861289978027
83,14.946414983398016,100.21134282046131,1,1.0831134989857674,1.099542260169983,4,4.349263526291338,11.680587012359142,-0.36328987647625094,32,52,0.8664907991886139,0.3249340496957302,1.6004668913092792,2.399533108690723,0.025,7.805197223180712,0.16622699797153473,0.19908452033996582,-0.15310737490653992,0,0.37234973907470703
84,14.87339448425593,99.74119795228565,1,1.0805863589048386,1.100782036781311,4,4.371585349956845,12.712225361879874,-0.21696722679418734,33,52,0.8644690871238709,0.32417590767145155,1.6004202021783516,2.3995797978216507,0.025,6.147887330738341,0.16117271780967712,0.20156407356262207,-0.16413770616054535,0,0.3438882827758789
85,14.757585014792625,98.99637814069638,1,1.0921318084001541,1.1082429960370064,4,3.6934357108675897,60.34964656686473,2.652461671809721,33,52,0.8737054467201233,0.32763954252004623,1.6003781819605165,2.3996218180394857,0.025,11.217842929904124,0.18426361680030823,0.21648599207401276,-0.15843762457370758,0,0.061200618743896484
86,14.701032852245834,98.6328441985683,0,1.0,1.0,1,0.0,0.0,0.0,33,52,0.8737054467201233,0.32763954252004623,1.6003781819605165,2.3996218180394857,0.025,nan,0.0,0.0,0.0,0,0.0
87,14.587498036227895,97.90354382709403,1,1.0819818452000618,1.0966314151883125,4,4.909278376134367,15.275317605841785,1.0610846874619484,32,52,0.8655854761600494,0.32459455356001854,1.6003403637644649,2.399659636235537,0.025,11.217842929904132,0.1639636904001236,0.19326283037662506,-0.14524269104003906,0,0.32138633728027344
88,14.65111826620927,98.31238747304658,1,1.0901314094662666,1.1120349615812302,4,4.0637846818474515,12.442784499187132,-0.8985695088690218,33,52,0.8721051275730134,0.32703942283987997,1.6003063273880183,2.399693672611983,0.025,6.425298857813549,0.18026281893253326,0.22406992316246033,-0.18141324818134308,0,0.3265976905822754
89,14.699825968848872,98.62600115275121,0,1.0,1.0,1,0.0,0.0,0.0,33,52,0.8721051275730134,0.32703942283987997,1.6003063273880183,2.399693672611983,0.025,nan,0.0,0.0,0.0,0,0.0
90,14.594510999875848,97.949918264306,0,1.0,1.0,1,0.0,0.0,0.0,33,52,0.8721051275730134,0.32703942283987997,1.6003063273880183,2.399693672611983,0.025,nan,0.0,0.0,0.0,0,0.0
91,14.40769946531125,96.75186630157057,1,1.088038221001625,1.1016737222671509,4,4.295816232376907,12.201031860166156,-0.4498994234978835,33,52,0.8704305768013001,0.3264114663004875,1.6002756946492167,2.3997243053507846,0.025,11.217842929904103,0.17607644200325012,0.20334744453430176,-0.1362152248620987,0,0.35208630561828613
92,14.54224919233491,97.61869315917187,1,1.0863294452428818,1.1073019281029701,4,2.9992014594752163,8.931354459501316,-2.9686390952947592,33,52,0.8690635561943054,0.32589883357286453,1.600248125184295,2.3997518748157063,0.025,10.3644299496727,0.17265889048576355,0.21460385620594025,-0.13361668586730957,0,0.33580589294433594
93,14.492047881742973,97.29701582539411,1,1.078244760632515,1.1010901555418968,4,2.6163888621234435,10.812030918979016,-3.3156665298347914,33,51,0.862595808506012,0.3234734281897545,1.6002233126658658,2.3997766873341355,0.025,8.344605819812864,0.1564895212650299,0.20218031108379364,-0.14386963844299316,0,0.2419886589050293
